Game,Country,Number of Users,Average Rating
Backgammon,Vietnam,1,6.5
BANG!,Argentina,11,6.95
BANG!,Australia,49,6.55
BANG!,Austria,8,6.75
BANG!,Belarus,1,5
BANG!,Belgium,28,7.38
BANG!,Bolivia,1,4
BANG!,Brazil,55,7.51
BANG!,Brunei,1,7
BANG!,Bulgaria,1,4
BANG!,Canada,187,6.99
BANG!,Chile,5,8.4
BANG!,China,16,7.2
BANG!,Colombia,2,7.75
BANG!,Croatia,1,3
BANG!,Czech Republic,21,7.56
BANG!,Denmark,13,7.25
BANG!,England,9,6.24
BANG!,Estonia,4,6.25
BANG!,Finland,29,6.89
BANG!,France,24,6.4
BANG!,Germany,66,6.77
BANG!,Greece,44,7.35
BANG!,Hungary,26,7.43
BANG!,India,1,6
BANG!,Indonesia,4,6.85
BANG!,Ireland,3,7
BANG!,Israel,4,7.75
BANG!,Italy,85,7.47
BANG!,Japan,8,5.38
BANG!,Latvia,6,7.33
BANG!,Lithuania,3,7.33
BANG!,Luxembourg,2,6.6
BANG!,Malaysia,7,6.47
BANG!,Mexico,2,8
BANG!,Netherlands,21,6.55
BANG!,New Zealand,9,6.11
BANG!,Norway,8,7.44
BANG!,Peru,1,6
BANG!,Philippines,3,6
BANG!,Poland,43,7.05
BANG!,Portugal,7,6.86
BANG!,Romania,6,7.03
BANG!,Russia,11,7.16
BANG!,Republic of Serbia,4,7.25
BANG!,Slovakia,4,8.63
BANG!,South Africa,2,4.5
BANG!,South Korea,29,7.57
BANG!,Spain,157,7.2
BANG!,Sweden,22,6.66
BANG!,Switzerland,9,7
BANG!,Taiwan,24,7.67
BANG!,Thailand,7,6.34
BANG!,Turkey,2,8.5
BANG!,Ukraine,6,8.12
BANG!,USA,1117,6.9
BANG!,Venezuela,1,6
BANG!,Vietnam,1,6
Battle Line,Argentina,3,6.92
Battle Line,Australia,34,7.56
Battle Line,Azerbaijan,1,10
Battle Line,Belgium,5,7.8
Battle Line,Bolivia,1,10
Battle Line,Brazil,20,7.91
Battle Line,Brunei,1,8
Battle Line,Canada,98,7.81
Battle Line,Chile,1,8
Battle Line,China,22,7.15
Battle Line,Colombia,5,7.94
Battle Line,Croatia,2,9.5
Battle Line,Czech Republic,1,7.5
Battle Line,Denmark,4,4.98
Battle Line,England,3,7
Battle Line,Estonia,2,8.5
Battle Line,Finland,13,8.31
Battle Line,France,1,9
Battle Line,Germany,12,6.38
Battle Line,Greece,9,7.83
Battle Line,Guatemala,1,6.5
Battle Line,Hungary,2,7.5
Battle Line,Iceland,1,8
Battle Line,India,5,8.6
Battle Line,Ireland,2,7.25
Battle Line,Israel,4,8
Battle Line,Italy,19,7.79
Battle Line,Japan,39,7.56
Battle Line,Latvia,2,8.25
Battle Line,Lithuania,2,6
Battle Line,Luxembourg,1,1
Battle Line,Malaysia,4,6.5
Battle Line,Mexico,3,8.33
Battle Line,Moldova,1,10
Battle Line,Netherlands,6,7.08
Battle Line,New Zealand,9,7.73
Battle Line,Norway,11,8
Battle Line,Peru,1,7
Battle Line,Philippines,2,6.5
Battle Line,Poland,10,7
Battle Line,Portugal,6,7.42
Battle Line,Romania,1,8.8
Battle Line,Russia,5,8.14
Battle Line,Slovenia,1,8
Battle Line,South Africa,1,8
Battle Line,South Korea,14,7.54
Battle Line,Spain,56,7.94
Battle Line,Sweden,15,7.6
Battle Line,Taiwan,17,7.92
Battle Line,Thailand,6,7.92
Battle Line,Turkey,2,8.5
Battle Line,Ukraine,1,9
Battle Line,USA,604,7.75
Battle Line,Uruguay,1,9.5
Battle Line,Venezuela,1,8
Battle Line,Vietnam,2,8.75
Battlestar Galactica: The Board Game,Argentina,6,7.83
Battlestar Galactica: The Board Game,Australia,57,7.79
Battlestar Galactica: The Board Game,Austria,7,8.64
Battlestar Galactica: The Board Game,Belarus,2,8.25
Battlestar Galactica: The Board Game,Belgium,11,8.91
Battlestar Galactica: The Board Game,Brazil,54,8.75
Battlestar Galactica: The Board Game,Canada,149,7.95
Battlestar Galactica: The Board Game,Chile,5,7.84
Battlestar Galactica: The Board Game,China,19,7.55
Battlestar Galactica: The Board Game,Colombia,4,7.38
Battlestar Galactica: The Board Game,Croatia,3,5.67
Battlestar Galactica: The Board Game,Czech Republic,5,7.2
Battlestar Galactica: The Board Game,Denmark,13,7.46
Battlestar Galactica: The Board Game,England,7,7.4
Battlestar Galactica: The Board Game,Estonia,5,8.48
Battlestar Galactica: The Board Game,Finland,31,8.2
Battlestar Galactica: The Board Game,France,21,7.8
Battlestar Galactica: The Board Game,Germany,97,7.88
Battlestar Galactica: The Board Game,Greece,16,8.37
Battlestar Galactica: The Board Game,Hungary,7,7.14
Battlestar Galactica: The Board Game,Iceland,1,8
Battlestar Galactica: The Board Game,India,2,8.75
Battlestar Galactica: The Board Game,Indonesia,3,7.83
Battlestar Galactica: The Board Game,Ireland,6,6.5
Battlestar Galactica: The Board Game,Israel,3,8.67
Battlestar Galactica: The Board Game,Italy,33,7.58
Battlestar Galactica: The Board Game,Japan,5,5.6
Battlestar Galactica: The Board Game,Latvia,4,8.38
Battlestar Galactica: The Board Game,Lithuania,5,9.16
Battlestar Galactica: The Board Game,Luxembourg,2,9
Battlestar Galactica: The Board Game,Malaysia,9,8.33
Battlestar Galactica: The Board Game,Mexico,1,8.5
Battlestar Galactica: The Board Game,Netherlands,12,7.87
Battlestar Galactica: The Board Game,New Zealand,10,7.53
Battlestar Galactica: The Board Game,Norway,8,8.11
Battlestar Galactica: The Board Game,Peru,4,8.38
Battlestar Galactica: The Board Game,Philippines,4,7.25
Battlestar Galactica: The Board Game,Poland,58,7.86
Battlestar Galactica: The Board Game,Portugal,5,9.2
Battlestar Galactica: The Board Game,Qatar,1,7.4
Battlestar Galactica: The Board Game,Romania,6,9.33
Battlestar Galactica: The Board Game,Russia,11,7.98
Battlestar Galactica: The Board Game,Republic of Serbia,6,8.5
Battlestar Galactica: The Board Game,Slovakia,1,10
Battlestar Galactica: The Board Game,Slovenia,4,9.75
Battlestar Galactica: The Board Game,South Africa,4,8.75
Battlestar Galactica: The Board Game,South Korea,6,7.33
Battlestar Galactica: The Board Game,Spain,98,7.76
Battlestar Galactica: The Board Game,Sweden,31,7.45
Battlestar Galactica: The Board Game,Switzerland,5,6.4
Battlestar Galactica: The Board Game,Taiwan,11,8.05
Battlestar Galactica: The Board Game,Thailand,5,7.3
Battlestar Galactica: The Board Game,Turkey,1,9
Battlestar Galactica: The Board Game,Ukraine,4,8.63
Battlestar Galactica: The Board Game,USA,906,7.84
Battlestar Galactica: The Board Game,Venezuela,1,8
Betrayal at House on the Hill,Argentina,4,6.5
Betrayal at House on the Hill,Australia,55,7.11
Betrayal at House on the Hill,Austria,2,9
Betrayal at House on the Hill,Belgium,7,7.5
Betrayal at House on the Hill,Brazil,22,7.84
Betrayal at House on the Hill,Bulgaria,6,7.58
Betrayal at House on the Hill,Canada,144,7.38
Betrayal at House on the Hill,Chile,2,6
Betrayal at House on the Hill,China,16,7.01
Betrayal at House on the Hill,Colombia,3,7.67
Betrayal at House on the Hill,Costa Rica,1,8
Betrayal at House on the Hill,Croatia,4,4.75
Betrayal at House on the Hill,Czech Republic,2,7
Betrayal at House on the Hill,Denmark,11,7.14
Betrayal at House on the Hill,England,6,6.83
Betrayal at House on the Hill,Estonia,2,7
Betrayal at House on the Hill,Finland,14,7.14
Betrayal at House on the Hill,France,3,7.17
Betrayal at House on the Hill,Germany,37,7.03
Betrayal at House on the Hill,Greece,23,7.89
Betrayal at House on the Hill,Guatemala,1,8.5
Betrayal at House on the Hill,Hungary,2,8
Betrayal at House on the Hill,Iceland,2,8
Betrayal at House on the Hill,Indonesia,2,9
Betrayal at House on the Hill,Ireland,5,7
Betrayal at House on the Hill,Israel,2,5.78
Betrayal at House on the Hill,Italy,11,7.86
Betrayal at House on the Hill,Japan,5,6.1
Betrayal at House on the Hill,Latvia,3,7.33
Betrayal at House on the Hill,Lebanon,1,9
Betrayal at House on the Hill,Lithuania,2,6.5
Betrayal at House on the Hill,Macedonia,3,8.67
Betrayal at House on the Hill,Malaysia,5,7.78
Betrayal at House on the Hill,Mexico,13,7.5
Betrayal at House on the Hill,Netherlands,10,6.95
Betrayal at House on the Hill,New Zealand,7,7
Betrayal at House on the Hill,Norway,8,7.69
Betrayal at House on the Hill,Peru,2,8.5
Betrayal at House on the Hill,Philippines,4,7.13
Betrayal at House on the Hill,Poland,4,7.38
Betrayal at House on the Hill,Portugal,8,8.04
Betrayal at House on the Hill,Romania,3,9.17
Betrayal at House on the Hill,Russia,4,7.81
Betrayal at House on the Hill,Saudi Arabia,1,7.5
Betrayal at House on the Hill,Republic of Serbia,6,9
Betrayal at House on the Hill,Slovenia,1,9
Betrayal at House on the Hill,South Korea,8,7.25
Betrayal at House on the Hill,Spain,21,6.89
Betrayal at House on the Hill,Sweden,25,7.42
Betrayal at House on the Hill,Switzerland,5,6.6
Betrayal at House on the Hill,Taiwan,21,7.5
Betrayal at House on the Hill,Thailand,2,7.75
Betrayal at House on the Hill,Ukraine,1,7
Betrayal at House on the Hill,USA,1188,7.34
Betrayal at House on the Hill,Uruguay,1,9
Blokus,Argentina,3,7
Blokus,Australia,54,7.18
Blokus,Austria,5,7.4
Blokus,Belarus,1,9
Blokus,Belgium,32,7.6
Blokus,Brazil,12,8.37
Blokus,Brunei,1,8
Blokus,Canada,197,7.32
Blokus,Chile,4,6.75
Blokus,China,15,7.16
Blokus,Colombia,1,10
Blokus,Croatia,2,9
Blokus,Czech Republic,7,6.36
Blokus,Denmark,10,6.9
Blokus,England,7,6.93
Blokus,Estonia,1,7
Blokus,Finland,32,7.21
Blokus,France,18,7.87
Blokus,Germany,78,7.58
Blokus,Greece,17,7.83
Blokus,Guatemala,1,9
Blokus,Hungary,9,7.89
Blokus,India,1,6
Blokus,Indonesia,3,5.83
Blokus,Ireland,2,7.5
Blokus,Israel,7,6.7
Blokus,Italy,16,7.2
Blokus,Japan,34,7.34
Blokus,Latvia,2,7.4
Blokus,Luxembourg,1,8
Blokus,Malaysia,9,7.01
Blokus,Mexico,4,8.5
Blokus,Moldova,1,10
Blokus,Netherlands,26,7.24
Blokus,New Zealand,11,6.98
Blokus,Norway,13,7.77
Blokus,Peru,2,7
Blokus,Philippines,2,7.5
Blokus,Poland,37,7.34
Blokus,Portugal,9,7.41
Blokus,Romania,2,8.5
Blokus,Russia,10,7.58
Blokus,Republic of Serbia,2,7
Blokus,Slovakia,1,8
Blokus,Slovenia,4,9.38
Blokus,South Africa,3,5.33
Blokus,South Korea,24,7.02
Blokus,Spain,39,7.35
Blokus,Sweden,27,6.85
Blokus,Switzerland,4,6.93
Blokus,Taiwan,18,8.04
Blokus,Thailand,4,8.18
Blokus,Ukraine,1,5
Blokus,USA,1223,7.23
Bohnanza,Argentina,11,7.82
Bohnanza,Australia,78,7.4
Bohnanza,Austria,15,7.87
Bohnanza,Belarus,2,5
Bohnanza,Belgium,62,7.48
Bohnanza,Brazil,54,7.5
Bohnanza,Brunei,1,8
Bohnanza,Bulgaria,1,6
Bohnanza,Canada,282,7.46
Bohnanza,Chile,13,7.59
Bohnanza,China,15,7.16
Bohnanza,Colombia,6,8.12
Bohnanza,Costa Rica,1,9
Bohnanza,Croatia,4,7.08
Bohnanza,Czech Republic,8,6.5
Bohnanza,Denmark,18,7.54
Bohnanza,England,12,7.48
Bohnanza,Estonia,7,7.57
Bohnanza,Finland,47,7.71
Bohnanza,France,32,7.48
Bohnanza,Germany,211,7.71
Bohnanza,Greece,46,7.45
Bohnanza,Hungary,24,7.43
Bohnanza,Iceland,1,8
Bohnanza,India,5,7.7
Bohnanza,Indonesia,5,7.14
Bohnanza,Ireland,8,7.85
Bohnanza,Israel,11,7.01
Bohnanza,Italy,65,7.27
Bohnanza,Japan,41,7.72
Bohnanza,Latvia,10,7.25
Bohnanza,Lithuania,9,6.33
Bohnanza,Luxembourg,2,6.5
Bohnanza,Malaysia,8,7.41
Bohnanza,Mexico,11,8.3
Bohnanza,Netherlands,59,7.51
Bohnanza,New Zealand,28,7.51
Bohnanza,Norway,25,7.83
Bohnanza,Peru,1,5.5
Bohnanza,Philippines,4,6.75
Bohnanza,Poland,103,7.73
Bohnanza,Portugal,15,7.21
Bohnanza,Romania,7,7.66
Bohnanza,Russia,18,7.18
Bohnanza,Saudi Arabia,1,9
Bohnanza,Republic of Serbia,6,7.08
Bohnanza,Slovakia,2,8
Bohnanza,Slovenia,2,8.5
Bohnanza,South Africa,3,8
Bohnanza,South Korea,36,7.63
Bohnanza,Spain,111,7.5
Bohnanza,Sweden,54,7.15
Bohnanza,Switzerland,19,7.76
Bohnanza,Taiwan,19,7.04
Bohnanza,Thailand,5,7.96
Bohnanza,Turkey,1,7.5
Bohnanza,Uganda,1,7.5
Bohnanza,Ukraine,2,4.75
Bohnanza,USA,1530,7.51
Bohnanza,Uruguay,1,9.5
Bohnanza,Venezuela,3,7
Bohnanza,Vietnam,1,4
Bohnanza,Zambia,1,7
Camel Up,Argentina,2,7.5
Camel Up,Australia,42,7.65
Camel Up,Austria,9,7.17
Camel Up,Belarus,1,5
Camel Up,Belgium,21,7.2
Camel Up,Brazil,23,7.95
Camel Up,Bulgaria,4,7.5
Camel Up,Canada,81,7.3
Camel Up,Chile,9,8.16
Camel Up,China,5,7.74
Camel Up,Colombia,1,10
Camel Up,Croatia,4,8.7
Camel Up,Czech Republic,5,7.4
Camel Up,Denmark,5,6.8
Camel Up,England,11,7.13
Camel Up,Finland,11,7.17
Camel Up,France,7,6.07
Camel Up,Germany,108,7.24
Camel Up,Greece,15,7.47
Camel Up,Hungary,14,7.71
Camel Up,Iceland,2,7.5
Camel Up,India,4,7.5
Camel Up,Indonesia,3,9.67
Camel Up,Ireland,8,7.94
Camel Up,Israel,5,6.78
Camel Up,Italy,25,7.3
Camel Up,Japan,23,7.3
Camel Up,Latvia,4,7.31
Camel Up,Lithuania,3,8
Camel Up,Luxembourg,1,7
Camel Up,Malaysia,2,7.5
Camel Up,Mexico,5,8.57
Camel Up,Moldova,1,6
Camel Up,Netherlands,18,7
Camel Up,New Zealand,7,7.14
Camel Up,Norway,4,6.5
Camel Up,Peru,2,9.5
Camel Up,Philippines,3,7
Camel Up,Poland,28,7.66
Camel Up,Portugal,9,7.54
Camel Up,Qatar,1,7.2
Camel Up,Romania,10,7.76
Camel Up,Russia,7,7.43
Camel Up,Saudi Arabia,2,8
Camel Up,Republic of Serbia,8,7.69
Camel Up,Slovakia,1,7.25
Camel Up,Slovenia,2,8
Camel Up,South Africa,2,8.25
Camel Up,South Korea,13,7.32
Camel Up,Spain,71,7.52
Camel Up,Sweden,21,6.9
Camel Up,Switzerland,10,7.35
Camel Up,Taiwan,16,8.03
Camel Up,Thailand,11,8.23
Camel Up,Ukraine,2,8
Camel Up,USA,331,7.38
Camel Up,Uruguay,1,9
Camel Up,Venezuela,2,5.5
Camel Up,Vietnam,1,6
Can't Stop,Albania,1,6
Can't Stop,Argentina,1,5
Can't Stop,Australia,22,6.54
Can't Stop,Austria,4,6.75
Can't Stop,Belgium,20,7.31
Can't Stop,Brazil,12,6.93
Can't Stop,Brunei,1,8
Can't Stop,Bulgaria,1,8
Can't Stop,Canada,95,7.35
Can't Stop,Chile,4,7.5
Can't Stop,China,8,7.38
Can't Stop,Colombia,2,7.23
Can't Stop,Czech Republic,4,6.5
Can't Stop,Denmark,5,8.1
Can't Stop,England,1,6.8
Can't Stop,Estonia,3,8
Can't Stop,Finland,12,6.83
Can't Stop,France,16,7.59
Can't Stop,Germany,79,7.45
Can't Stop,Greece,12,7.1
Can't Stop,Guatemala,1,7
Can't Stop,Hungary,3,8.67
Can't Stop,Israel,3,7
Can't Stop,Italy,15,7.25
Can't Stop,Japan,26,6.97
Can't Stop,Latvia,4,7.75
Can't Stop,Luxembourg,1,8
Can't Stop,Malaysia,3,5.23
Can't Stop,Mexico,2,7.9
Can't Stop,Netherlands,17,7.07
Can't Stop,New Zealand,6,7.17
Can't Stop,Norway,9,7.28
Can't Stop,Poland,16,6.55
Can't Stop,Portugal,6,7.49
Can't Stop,Russia,3,7
Can't Stop,Republic of Serbia,2,8
Can't Stop,South Africa,2,7
Can't Stop,South Korea,15,7.27
Can't Stop,Spain,44,7.64
Can't Stop,Sweden,10,7.19
Can't Stop,Switzerland,2,8.75
Can't Stop,Taiwan,9,7.5
Can't Stop,Thailand,4,7
Can't Stop,Ukraine,2,3
Can't Stop,USA,609,7.35
Can't Stop,Uruguay,1,8
Can't Stop,Vietnam,1,8
Carcassonne,Albania,1,6
Carcassonne,Argentina,31,8.15
Carcassonne,Australia,203,7.92
Carcassonne,Austria,36,8.17
Carcassonne,The Bahamas,1,8.75
Carcassonne,Belarus,3,9
Carcassonne,Belgium,99,7.84
Carcassonne,Bolivia,2,8.25
Carcassonne,Bosnia and Herzegovina,1,10
Carcassonne,Brazil,156,8.2
Carcassonne,Brunei,1,8
Carcassonne,Bulgaria,13,8.73
Carcassonne,Canada,622,7.93
Carcassonne,Chile,38,8.03
Carcassonne,China,36,8.46
Carcassonne,Colombia,12,8.39
Carcassonne,Costa Rica,3,8.5
Carcassonne,Croatia,16,8.58
Carcassonne,Czech Republic,38,7.86
Carcassonne,Denmark,46,7.95
Carcassonne,Ecuador,1,8
Carcassonne,England,29,7.98
Carcassonne,Estonia,17,7.99
Carcassonne,Fiji,1,10
Carcassonne,Finland,80,7.76
Carcassonne,France,61,7.83
Carcassonne,Germany,333,8.17
Carcassonne,Greece,83,7.85
Carcassonne,Guatemala,2,8.25
Carcassonne,Hungary,47,8.14
Carcassonne,Iceland,7,7.71
Carcassonne,India,9,7.83
Carcassonne,Indonesia,9,7.92
Carcassonne,Iran,1,8
Carcassonne,Iraq,1,8
Carcassonne,Ireland,21,8.05
Carcassonne,Israel,20,7.42
Carcassonne,Italy,114,7.93
Carcassonne,Japan,66,7.63
Carcassonne,Kenya,1,6.5
Carcassonne,Latvia,16,8.38
Carcassonne,Lithuania,25,7.96
Carcassonne,Luxembourg,3,6.67
Carcassonne,Macedonia,2,8.5
Carcassonne,Malaysia,12,7.58
Carcassonne,Mexico,43,8.4
Carcassonne,Moldova,2,9.5
Carcassonne,Mongolia,1,6
Carcassonne,Netherlands,111,7.91
Carcassonne,New Zealand,48,7.56
Carcassonne,Norway,43,8
Carcassonne,Panama,1,8.5
Carcassonne,Paraguay,1,8
Carcassonne,Peru,13,8.65
Carcassonne,Philippines,12,8.04
Carcassonne,Poland,189,7.93
Carcassonne,Portugal,55,7.76
Carcassonne,Puerto Rico,1,8
Carcassonne,Qatar,2,8.1
Carcassonne,Romania,32,8.7
Carcassonne,Russia,51,8.07
Carcassonne,Saudi Arabia,1,8
Carcassonne,Republic of Serbia,12,8.58
Carcassonne,Slovakia,5,8.42
Carcassonne,Slovenia,11,7.78
Carcassonne,South Africa,12,8.08
Carcassonne,South Korea,49,7.75
Carcassonne,Spain,327,8.1
Carcassonne,Sri Lanka,1,8
Carcassonne,Sweden,135,7.86
Carcassonne,Switzerland,25,8.24
Carcassonne,Taiwan,43,8.36
Carcassonne,Thailand,15,7.56
Carcassonne,Trinidad and Tobago,1,8
Carcassonne,Turkey,5,9.1
Carcassonne,Uganda,1,9
Carcassonne,Ukraine,13,8.58
Carcassonne,USA,3444,7.97
Carcassonne,Uruguay,2,9
Carcassonne,Venezuela,4,9.25
Carcassonne,Vietnam,3,7.83
Carcassonne: Hunters and Gatherers,Argentina,3,8.33
Carcassonne: Hunters and Gatherers,Australia,33,7.89
Carcassonne: Hunters and Gatherers,Austria,5,6.9
Carcassonne: Hunters and Gatherers,Belarus,1,9
Carcassonne: Hunters and Gatherers,Belgium,17,7.44
Carcassonne: Hunters and Gatherers,Bolivia,1,9
Carcassonne: Hunters and Gatherers,Brazil,11,7.68
Carcassonne: Hunters and Gatherers,Bulgaria,1,6
Carcassonne: Hunters and Gatherers,Canada,114,7.65
Carcassonne: Hunters and Gatherers,Chile,4,8.38
Carcassonne: Hunters and Gatherers,China,2,7.5
Carcassonne: Hunters and Gatherers,Colombia,1,9
Carcassonne: Hunters and Gatherers,Croatia,2,8.5
Carcassonne: Hunters and Gatherers,Czech Republic,12,7.25
Carcassonne: Hunters and Gatherers,Denmark,6,7.5
Carcassonne: Hunters and Gatherers,England,5,7.7
Carcassonne: Hunters and Gatherers,Estonia,2,7
Carcassonne: Hunters and Gatherers,Finland,29,7.34
Carcassonne: Hunters and Gatherers,France,11,7.55
Carcassonne: Hunters and Gatherers,Germany,88,7
Carcassonne: Hunters and Gatherers,Greece,5,7.78
Carcassonne: Hunters and Gatherers,Hungary,5,7.2
Carcassonne: Hunters and Gatherers,India,2,7
Carcassonne: Hunters and Gatherers,Indonesia,3,8.33
Carcassonne: Hunters and Gatherers,Ireland,3,7.5
Carcassonne: Hunters and Gatherers,Israel,1,9
Carcassonne: Hunters and Gatherers,Italy,18,7.47
Carcassonne: Hunters and Gatherers,Japan,13,6.95
Carcassonne: Hunters and Gatherers,Latvia,1,7.5
Carcassonne: Hunters and Gatherers,Lithuania,1,5
Carcassonne: Hunters and Gatherers,Macedonia,2,8.5
Carcassonne: Hunters and Gatherers,Malaysia,3,7.93
Carcassonne: Hunters and Gatherers,Mexico,2,7.65
Carcassonne: Hunters and Gatherers,Netherlands,40,7.32
Carcassonne: Hunters and Gatherers,New Zealand,9,7.21
Carcassonne: Hunters and Gatherers,Norway,11,7.18
Carcassonne: Hunters and Gatherers,Poland,11,7.36
Carcassonne: Hunters and Gatherers,Portugal,7,7.8
Carcassonne: Hunters and Gatherers,Romania,2,9.05
Carcassonne: Hunters and Gatherers,Russia,15,7.4
Carcassonne: Hunters and Gatherers,Republic of Serbia,1,6
Carcassonne: Hunters and Gatherers,Slovakia,1,4
Carcassonne: Hunters and Gatherers,Slovenia,1,7
Carcassonne: Hunters and Gatherers,South Africa,2,6.25
Carcassonne: Hunters and Gatherers,South Korea,15,6.9
Carcassonne: Hunters and Gatherers,Spain,44,7.41
Carcassonne: Hunters and Gatherers,Sweden,29,7.48
Carcassonne: Hunters and Gatherers,Switzerland,2,8
Carcassonne: Hunters and Gatherers,Taiwan,3,8.5
Carcassonne: Hunters and Gatherers,Thailand,1,7.5
Carcassonne: Hunters and Gatherers,Ukraine,3,8.03
Carcassonne: Hunters and Gatherers,USA,635,7.46
Cards Against Humanity,Argentina,3,6.67
Cards Against Humanity,Australia,47,6.12
Cards Against Humanity,Belgium,3,8.33
Cards Against Humanity,Brazil,9,6.54
Cards Against Humanity,Bulgaria,6,6.5
Cards Against Humanity,Canada,127,7.01
Cards Against Humanity,Chile,4,7.5
Cards Against Humanity,China,1,6
Cards Against Humanity,Costa Rica,2,6
Cards Against Humanity,Croatia,1,9
Cards Against Humanity,Czech Republic,1,5
Cards Against Humanity,Denmark,2,7.5
Cards Against Humanity,England,2,6.25
Cards Against Humanity,Estonia,1,4
Cards Against Humanity,Finland,8,5.58
Cards Against Humanity,Germany,9,5.39
Cards Against Humanity,Greece,5,7.2
Cards Against Humanity,Hungary,1,1
Cards Against Humanity,Iceland,2,7.75
Cards Against Humanity,India,2,5.5
Cards Against Humanity,Ireland,5,7.4
Cards Against Humanity,Israel,2,8.25
Cards Against Humanity,Italy,5,7.4
Cards Against Humanity,Latvia,2,7
Cards Against Humanity,Lithuania,1,5
Cards Against Humanity,Macedonia,1,8
Cards Against Humanity,Malaysia,1,6
Cards Against Humanity,Mexico,6,7.67
Cards Against Humanity,Netherlands,9,7.47
Cards Against Humanity,New Zealand,6,8.17
Cards Against Humanity,Norway,2,3
Cards Against Humanity,Peru,1,5
Cards Against Humanity,Philippines,5,6.7
Cards Against Humanity,Poland,2,5.75
Cards Against Humanity,Romania,5,6.3
Cards Against Humanity,Russia,1,3
Cards Against Humanity,Slovakia,1,6
Cards Against Humanity,Slovenia,1,10
Cards Against Humanity,South Africa,2,1
Cards Against Humanity,South Korea,1,6
Cards Against Humanity,Spain,15,7.37
Cards Against Humanity,Sri Lanka,1,6
Cards Against Humanity,Sweden,11,7
Cards Against Humanity,Switzerland,2,7
Cards Against Humanity,Taiwan,1,9
Cards Against Humanity,Thailand,1,5
Cards Against Humanity,Turkey,2,8
Cards Against Humanity,USA,795,6.77
Cards Against Humanity,Venezuela,1,7
Castles of Mad King Ludwig,Argentina,6,8.35
Castles of Mad King Ludwig,Australia,31,7.72
Castles of Mad King Ludwig,Austria,3,7.5
Castles of Mad King Ludwig,Belarus,1,8
Castles of Mad King Ludwig,Belgium,3,7.33
Castles of Mad King Ludwig,Brazil,16,8.38
Castles of Mad King Ludwig,Canada,80,8.03
Castles of Mad King Ludwig,Chile,3,6.67
Castles of Mad King Ludwig,China,10,7.44
Castles of Mad King Ludwig,Colombia,1,10
Castles of Mad King Ludwig,Croatia,1,6.5
Castles of Mad King Ludwig,Czech Republic,9,8.56
Castles of Mad King Ludwig,Denmark,7,8.14
Castles of Mad King Ludwig,England,6,7.58
Castles of Mad King Ludwig,Estonia,2,9.65
Castles of Mad King Ludwig,Finland,13,7.98
Castles of Mad King Ludwig,France,5,7.15
Castles of Mad King Ludwig,Germany,29,7.43
Castles of Mad King Ludwig,Greece,7,8.94
Castles of Mad King Ludwig,Hungary,4,8
Castles of Mad King Ludwig,Iceland,1,7.5
Castles of Mad King Ludwig,India,3,8.17
Castles of Mad King Ludwig,Ireland,3,7.83
Castles of Mad King Ludwig,Israel,2,7
